person,ad_id,time,channel_id
12,1,2020-11-26T15:59:56Z,1
12,1,2020-11-02T11:46:29Z,3
12,2,2020-07-11T12:58:36Z,3
12,2,2020-04-03T13:56:37Z,2
12,2,2020-07-20T16:42:24Z,3
12,2,2020-12-02T20:50:02Z,1
12,2,2020-03-16T06:16:34Z,2
12,2,2020-02-19T00:12:57Z,2
12,2,2020-05-22T05:37:11Z,1
12,2,2020-11-20T18:23:57Z,1
12,2,2020-08-13T01:46:32Z,1
14,1,2020-05-26T12:26:54Z,1
14,2,2020-03-15T23:39:44Z,1
14,2,2020-01-21T08:15:00Z,3
15,1,2020-07-17T17:23:21Z,3
16,1,2020-04-02T23:49:26Z,3
16,1,2020-02-18T13:24:45Z,3
16,1,2020-01-08T02:00:46Z,2
16,1,2020-07-14T10:44:31Z,1
16,1,2020-12-29T16:21:51Z,1
16,1,2020-05-10T03:31:25Z,3
16,2,2020-04-02T08:32:12Z,2
16,2,2020-11-27T08:15:08Z,1
16,2,2020-03-26T09:07:04Z,2
16,2,2020-07-17T20:59:27Z,3
16,2,2020-10-27T07:19:15Z,3
16,2,2020-10-31T14:53:10Z,3
16,2,2020-10-08T04:14:29Z,3
16,2,2020-12-28T03:45:16Z,2
16,2,2020-09-17T13:45:10Z,1
17,1,2020-05-14T21:56:28Z,2
17,2,2020-01-02T21:38:25Z,3
17,2,2020-06-23T15:05:58Z,1
17,2,2020-11-01T04:45:28Z,3
17,2,2020-12-18T14:01:36Z,3
17,2,2020-09-19T06:28:53Z,1
17,2,2020-12-26T12:15:34Z,2
18,1,2020-02-14T15:21:47Z,2
18,1,2020-12-26T22:34:35Z,3
18,1,2020-07-17T12:29:15Z,2
18,1,2020-04-16T23:46:06Z,2
18,2,2020-12-11T15:32:19Z,1
18,2,2020-05-27T04:38:16Z,2
18,2,2020-10-14T01:56:49Z,2
19,1,2020-03-27T04:26:47Z,2
19,1,2020-02-14T06:58:40Z,1
19,2,2020-02-12T15:27:02Z,2
19,2,2020-12-28T02:52:48Z,1
19,2,2020-04-18T05:53:17Z,1
20,1,2020-03-03T20:55:48Z,3
20,1,2020-12-21T09:53:51Z,1
20,1,2020-06-22T14:15:47Z,1
20,1,2020-07-07T03:50:21Z,2
20,1,2020-03-29T04:31:14Z,1
20,1,2020-05-08T22:53:53Z,2
20,1,2020-05-15T18:40:33Z,2
20,1,2020-06-07T09:50:17Z,2
20,2,2020-02-18T14:31:30Z,3
20,2,2020-06-02T18:02:32Z,2
20,2,2020-08-28T09:59:15Z,2
20,2,2020-10-04T19:32:18Z,3
20,2,2020-09-26T04:54:41Z,3
22,1,2020-05-28T09:38:12Z,2
23,1,2020-01-31T01:00:40Z,3
23,1,2020-04-28T06:09:00Z,1
23,1,2020-05-02T03:20:27Z,1
23,1,2020-04-25T20:26:12Z,1
23,1,2020-04-07T17:46:34Z,1
23,2,2020-10-05T19:27:28Z,1
23,2,2020-03-06T07:05:25Z,3
23,2,2020-10-13T07:00:51Z,1
23,2,2020-07-14T05:26:40Z,2
23,2,2020-06-28T12:37:30Z,1
23,2,2020-02-16T03:40:47Z,2
23,2,2020-03-10T05:33:49Z,1
23,2,2020-08-22T10:55:57Z,3
23,2,2020-03-08T02:49:42Z,1
23,2,2020-04-19T01:59:39Z,2
23,2,2020-09-25T11:03:33Z,2
23,2,2020-03-23T05:15:13Z,3
23,2,2020-10-19T09:38:05Z,2
23,2,2020-04-03T08:18:34Z,1
23,2,2020-08-28T02:00:16Z,1
23,2,2020-12-23T01:23:35Z,1
23,2,2020-12-11T23:27:10Z,3
23,2,2020-10-15T17:07:08Z,1
23,2,2020-11-08T20:14:42Z,1
23,2,2020-10-16T07:18:18Z,3
24,1,2020-01-21T03:14:35Z,3
24,1,2020-07-03T13:47:51Z,2
24,1,2020-01-10T01:00:45Z,1
24,1,2020-04-02T01:12:16Z,2
24,2,2020-07-18T08:07:59Z,1
24,2,2020-09-09T10:42:46Z,3
24,2,2020-03-25T22:42:06Z,2
24,2,2020-06-06T01:50:46Z,3
24,2,2020-04-14T13:13:20Z,1
24,2,2020-11-01T06:43:14Z,2
24,2,2020-02-02T21:37:45Z,1
24,2,2020-04-08T13:10:22Z,3
25,1,2020-07-13T03:51:52Z,2
25,1,2020-08-29T15:07:32Z,1
25,1,2020-01-19T16:20:19Z,3
25,1,2020-12-06T09:37:42Z,1
25,2,2020-01-02T16:41:48Z,3
25,2,2020-09-07T15:38:06Z,1
25,2,2020-08-04T23:03:03Z,2
25,2,2020-08-11T07:01:09Z,3
25,2,2020-12-04T16:37:53Z,3
25,2,2020-12-26T04:26:37Z,3
25,2,2020-03-01T20:27:18Z,3
26,1,2020-11-12T11:58:04Z,2
26,2,2020-02-10T17:51:56Z,1
26,2,2020-04-14T16:08:35Z,2
26,2,2020-05-08T21:46:02Z,3
26,2,2020-04-17T23:02:27Z,3
27,1,2020-11-11T11:53:49Z,1
27,1,2020-12-09T16:37:16Z,2
27,1,2020-07-06T07:13:29Z,2
27,1,2020-09-21T01:24:25Z,2
27,1,2020-01-04T08:54:16Z,1
27,1,2020-03-11T08:58:20Z,3
27,2,2020-09-28T13:49:20Z,2
27,2,2020-11-29T11:29:28Z,2
28,1,2020-04-20T16:08:19Z,1
28,1,2020-03-09T01:30:17Z,3
28,1,2020-10-28T09:01:05Z,1
28,2,2020-04-06T05:30:49Z,2
28,2,2020-10-07T07:20:33Z,1
28,2,2020-03-25T09:53:58Z,3
28,2,2020-01-21T14:09:32Z,3
28,2,2020-06-06T09:00:05Z,2
30,1,2020-11-17T17:52:48Z,1
30,1,2020-01-10T22:05:44Z,2
30,1,2020-04-01T07:45:31Z,2
30,2,2020-02-23T12:11:38Z,2
30,2,2020-07-04T08:48:18Z,3
30,2,2020-09-13T22:51:37Z,1
30,2,2020-12-08T08:19:22Z,1
30,2,2020-11-20T03:46:31Z,3
33,1,2020-07-17T12:09:35Z,2
33,1,2020-11-24T02:41:25Z,3
33,1,2020-07-13T05:29:26Z,1
33,1,2020-03-31T22:52:19Z,1
33,1,2020-10-23T05:41:21Z,1
33,1,2020-08-09T11:50:05Z,3
33,1,2020-09-05T19:54:13Z,2
33,1,2020-05-25T00:30:06Z,3
33,1,2020-07-03T01:26:27Z,3
33,1,2020-11-18T17:11:07Z,2
33,1,2020-12-01T11:31:55Z,1
33,1,2020-08-23T05:15:36Z,1
33,1,2020-03-23T03:40:36Z,3
33,1,2020-02-05T08:47:36Z,2
33,1,2020-12-05T13:27:59Z,1
33,1,2020-08-25T20:30:00Z,2
33,1,2020-06-14T18:24:06Z,2
33,1,2020-06-22T02:25:05Z,2
33,1,2020-05-20T22:25:16Z,1
33,1,2020-03-31T01:00:11Z,1
33,1,2020-11-18T13:33:18Z,1
33,1,2020-04-05T08:52:23Z,1
33,1,2020-06-19T14:48:28Z,3
33,1,2020-02-06T17:25:10Z,2
33,1,2020-09-05T08:20:38Z,1
33,1,2020-04-01T14:28:16Z,2
33,1,2020-09-30T06:44:22Z,3
33,1,2020-12-31T09:59:41Z,2
33,1,2020-04-03T11:44:54Z,2
33,1,2020-07-27T01:39:37Z,2
33,1,2020-11-02T00:00:04Z,3
33,1,2020-08-22T15:03:48Z,1
33,1,2020-06-22T15:50:04Z,2
33,2,2020-07-22T05:59:51Z,2
33,2,2020-07-20T23:07:45Z,1
33,2,2020-09-22T04:54:26Z,3
33,2,2020-08-07T00:03:11Z,3
33,2,2020-07-06T21:10:11Z,2
33,2,2020-11-25T21:32:53Z,2
33,2,2020-03-23T09:43:42Z,3
33,2,2020-05-13T18:00:25Z,1
33,2,2020-06-23T05:29:12Z,3
33,2,2020-02-11T14:55:02Z,2
33,2,2020-11-26T20:03:00Z,3
33,2,2020-08-13T12:10:11Z,1
33,2,2020-01-09T23:45:39Z,3
33,2,2020-10-02T18:24:02Z,2
33,2,2020-06-16T16:01:13Z,3
33,2,2020-02-13T05:05:33Z,3
33,2,2020-09-06T13:10:33Z,2
33,2,2020-07-12T23:02:19Z,3
33,2,2020-01-16T08:55:08Z,3
33,2,2020-01-20T02:02:54Z,2
33,2,2020-07-15T01:20:21Z,3
33,2,2020-06-15T09:48:01Z,2
33,2,2020-05-10T20:18:57Z,3
33,2,2020-10-25T06:21:49Z,3
33,2,2020-08-13T13:24:06Z,1
33,2,2020-07-20T03:20:27Z,2
33,2,2020-10-04T22:29:24Z,3
33,2,2020-01-03T00:14:26Z,2
33,2,2020-06-01T20:09:17Z,2
33,2,2020-12-19T10:43:43Z,1
33,2,2020-09-14T15:41:57Z,1
33,2,2020-10-02T12:54:40Z,2
33,2,2020-04-28T07:44:22Z,3
33,2,2020-07-29T14:22:19Z,2
33,2,2020-09-11T07:24:46Z,2
33,2,2020-10-31T05:32:42Z,3
33,2,2020-02-14T18:06:32Z,3
33,2,2020-12-07T09:32:11Z,3
33,2,2020-04-27T11:21:04Z,2
33,2,2020-03-14T05:56:38Z,1
34,1,2020-07-25T22:00:07Z,1
34,1,2020-08-15T15:18:22Z,1
34,2,2020-12-19T22:50:15Z,2
34,2,2020-09-02T23:52:38Z,2
35,1,2020-05-26T18:07:54Z,1
35,1,2020-01-17T10:51:45Z,1
35,1,2020-08-30T07:07:39Z,2
35,1,2020-06-23T12:11:20Z,3
35,1,2020-07-07T00:59:40Z,2
35,1,2020-03-08T23:15:09Z,1
35,1,2020-01-02T13:46:12Z,3
35,1,2020-02-23T22:12:15Z,2
35,1,2020-09-03T02:27:55Z,3
35,1,2020-07-22T03:18:50Z,1
35,1,2020-05-18T02:21:56Z,1
35,1,2020-01-03T20:29:37Z,3
35,1,2020-04-18T18:55:57Z,3
35,1,2020-06-19T06:03:13Z,3
35,1,2020-07-01T01:30:37Z,1
35,1,2020-09-27T01:16:58Z,3
35,2,2020-01-18T11:40:40Z,2
35,2,2020-03-05T00:17:17Z,2
35,2,2020-06-03T16:01:15Z,1
35,2,2020-09-27T08:02:24Z,2
35,2,2020-06-03T02:17:40Z,1
35,2,2020-12-27T15:49:05Z,3
35,2,2020-08-25T22:57:04Z,3
35,2,2020-11-17T11:59:41Z,2
35,2,2020-03-29T06:40:06Z,1
35,2,2020-01-24T15:43:07Z,1
35,2,2020-08-09T04:36:35Z,1
35,2,2020-10-15T20:57:10Z,3
35,2,2020-10-05T03:27:39Z,1
35,2,2020-05-10T06:40:32Z,1
35,2,2020-09-07T22:09:44Z,1
35,2,2020-12-07T01:20:38Z,1
35,2,2020-01-21T06:36:28Z,2
35,2,2020-05-29T01:31:02Z,2
35,2,2020-08-09T03:00:09Z,2
35,2,2020-08-22T06:10:43Z,3
35,2,2020-10-06T02:23:42Z,2
35,2,2020-04-30T01:52:59Z,3
35,2,2020-05-27T10:47:07Z,3
35,2,2020-02-02T00:07:38Z,1
35,2,2020-07-15T04:30:01Z,3
35,2,2020-04-01T06:03:14Z,3
35,2,2020-05-23T00:36:00Z,2
36,1,2020-03-23T14:32:14Z,2
36,1,2020-03-01T07:54:11Z,1
36,1,2020-09-18T18:08:51Z,2
36,1,2020-03-02T13:56:45Z,3
36,1,2020-07-21T10:48:11Z,1
36,1,2020-05-01T15:28:43Z,1
36,1,2020-01-23T04:12:59Z,1
36,2,2020-08-18T23:45:52Z,1
36,2,2020-05-11T22:04:28Z,2
36,2,2020-05-23T07:00:21Z,1
36,2,2020-01-17T12:21:55Z,3
36,2,2020-08-26T19:33:55Z,3
36,2,2020-03-12T11:11:59Z,1
36,2,2020-02-03T07:08:03Z,3
36,2,2020-01-15T16:15:43Z,3
36,2,2020-10-01T07:06:00Z,1
36,2,2020-05-08T11:49:57Z,1
36,2,2020-02-10T10:41:06Z,2
36,2,2020-10-09T02:37:45Z,1
36,2,2020-12-18T17:56:08Z,3
36,2,2020-10-16T02:39:33Z,1
36,2,2020-12-14T16:19:53Z,3
37,1,2020-05-02T00:21:38Z,2
37,1,2020-10-12T10:10:10Z,3
37,1,2020-11-23T08:39:11Z,1
37,2,2020-03-12T03:05:22Z,1
37,2,2020-06-19T21:31:58Z,1
37,2,2020-08-19T20:04:15Z,3
37,2,2020-06-13T11:14:47Z,1
37,2,2020-09-06T17:49:21Z,3
37,2,2020-12-17T07:54:57Z,2
37,2,2020-01-08T07:34:45Z,3
37,2,2020-08-08T03:16:24Z,1
37,2,2020-08-03T06:39:46Z,3
38,1,2020-11-29T11:12:36Z,1
38,1,2020-08-09T15:00:00Z,1
38,1,2020-02-06T23:41:00Z,1
38,1,2020-02-05T20:08:32Z,3
38,1,2020-05-17T01:04:20Z,2
38,1,2020-05-21T23:51:13Z,2
38,1,2020-11-06T04:39:32Z,2
38,2,2020-08-18T02:41:55Z,2
38,2,2020-10-12T16:30:50Z,3
38,2,2020-09-06T01:46:18Z,2
38,2,2020-09-22T12:39:48Z,2
40,1,2020-11-20T03:05:56Z,2
40,1,2020-10-12T03:19:38Z,2
40,1,2020-05-12T14:11:09Z,3
40,1,2020-05-17T02:08:54Z,2
40,1,2020-04-06T15:54:35Z,2
40,1,2020-03-11T16:07:40Z,3
40,1,2020-03-03T07:32:19Z,2
40,1,2020-07-08T18:37:18Z,1
40,1,2020-10-19T03:25:23Z,2
40,1,2020-04-24T01:50:27Z,2
40,1,2020-06-27T22:50:36Z,3
40,1,2020-06-25T09:09:14Z,2
40,1,2020-04-12T22:34:20Z,1
40,1,2020-07-08T08:42:23Z,3
40,1,2020-03-19T10:23:04Z,3
40,1,2020-01-03T11:34:00Z,3
40,1,2020-07-17T02:48:02Z,3
40,1,2020-07-03T20:23:59Z,2
40,1,2020-05-16T21:58:44Z,3
40,1,2020-12-19T06:03:41Z,3
40,1,2020-02-23T05:14:54Z,3
40,2,2020-01-27T16:42:47Z,2
40,2,2020-11-21T20:02:09Z,3
40,2,2020-05-24T06:28:06Z,2
40,2,2020-03-12T23:01:23Z,1
40,2,2020-08-06T14:14:50Z,3
40,2,2020-10-19T09:54:29Z,3
40,2,2020-01-31T19:48:36Z,1
40,2,2020-09-03T06:19:36Z,2
40,2,2020-05-11T22:18:00Z,2
40,2,2020-07-05T22:24:58Z,3
40,2,2020-10-02T19:59:19Z,3
40,2,2020-01-02T20:06:11Z,2
40,2,2020-07-05T22:45:26Z,3
40,2,2020-04-07T11:41:19Z,2
40,2,2020-09-30T03:28:20Z,1
40,2,2020-07-28T18:32:42Z,2
40,2,2020-10-31T01:37:18Z,2
40,2,2020-12-04T00:40:13Z,1
40,2,2020-09-22T23:46:08Z,2
40,2,2020-10-19T18:20:39Z,2
40,2,2020-10-03T07:13:45Z,3
40,2,2020-09-18T08:52:09Z,2
40,2,2020-01-24T14:43:43Z,3
40,2,2020-03-11T08:50:05Z,1
40,2,2020-10-19T23:17:42Z,2
40,2,2020-06-03T03:30:07Z,2
40,2,2020-04-12T10:35:22Z,3
40,2,2020-04-10T11:49:44Z,3
40,2,2020-08-28T12:19:23Z,3
40,2,2020-05-22T07:38:10Z,3
40,2,2020-04-14T03:30:42Z,1
40,2,2020-03-15T20:50:45Z,1
40,2,2020-09-08T03:13:31Z,3
40,2,2020-10-19T06:43:46Z,1
40,2,2020-08-16T18:39:47Z,3
40,2,2020-03-02T19:48:30Z,2
40,2,2020-04-07T01:44:03Z,1
41,1,2020-08-31T20:07:00Z,2
41,1,2020-03-28T04:22:16Z,2
41,1,2020-06-01T04:27:45Z,1
41,1,2020-04-21T12:15:16Z,2
41,1,2020-04-27T22:10:41Z,3
41,2,2020-08-21T16:32:28Z,2
41,2,2020-04-03T23:50:03Z,2
43,1,2020-02-12T18:47:54Z,2
43,1,2020-01-10T12:19:19Z,3
43,1,2020-01-18T02:19:51Z,1
43,1,2020-01-15T10:47:17Z,3
43,1,2020-11-30T11:05:00Z,1
43,2,2020-01-25T16:53:22Z,3
43,2,2020-08-09T01:25:22Z,2
43,2,2020-01-27T01:09:57Z,3
43,2,2020-01-15T12:57:06Z,2
44,1,2020-04-29T01:05:03Z,3
44,1,2020-05-02T21:36:03Z,1
44,1,2020-03-31T23:19:05Z,2
44,2,2020-09-20T20:38:05Z,2
44,2,2020-11-09T13:38:29Z,1
44,2,2020-02-21T06:08:54Z,3
45,1,2020-01-06T06:44:28Z,3
45,1,2020-12-21T23:13:24Z,2
45,2,2020-11-30T09:53:43Z,1
45,2,2020-01-13T04:25:30Z,2
45,2,2020-12-27T23:03:19Z,2
45,2,2020-01-09T23:19:47Z,2
45,2,2020-06-11T01:53:07Z,1
46,1,2020-12-31T10:21:12Z,3
46,1,2020-04-28T14:40:04Z,3
46,2,2020-03-29T01:55:31Z,3
46,2,2020-12-20T23:00:06Z,1
46,2,2020-01-24T03:02:28Z,3
46,2,2020-11-23T12:35:08Z,3
46,2,2020-07-14T05:14:23Z,1
47,1,2020-06-07T19:49:57Z,3
48,1,2020-12-23T04:44:05Z,1
48,1,2020-05-28T12:09:17Z,2
48,2,2020-07-18T17:49:20Z,1
48,2,2020-05-23T17:38:48Z,2
48,2,2020-12-21T14:53:58Z,1
48,2,2020-08-12T02:01:33Z,1
48,2,2020-04-23T11:12:51Z,3
48,2,2020-03-09T18:31:42Z,1
48,2,2020-03-04T21:54:47Z,2
49,1,2020-01-15T02:35:44Z,3
49,1,2020-04-23T21:27:53Z,3
49,1,2020-12-09T11:29:40Z,3
49,1,2020-02-26T00:02:35Z,1
49,1,2020-04-09T07:00:12Z,3
49,1,2020-02-07T09:38:29Z,1
49,1,2020-07-21T19:01:22Z,2
49,1,2020-05-05T21:53:49Z,3
49,2,2020-12-28T06:32:50Z,2
49,2,2020-04-16T07:08:24Z,3
49,2,2020-07-27T20:50:47Z,2
49,2,2020-11-23T16:23:21Z,1
49,2,2020-01-12T06:02:30Z,1
49,2,2020-12-07T20:44:43Z,2
49,2,2020-05-26T03:25:08Z,3
49,2,2020-09-27T18:26:11Z,1
49,2,2020-07-23T17:48:23Z,3
49,2,2020-12-18T03:30:59Z,3
49,2,2020-07-29T04:07:31Z,1
49,2,2020-06-11T11:15:25Z,2
49,2,2020-02-21T23:41:57Z,1
49,2,2020-07-18T18:15:05Z,3
49,2,2020-07-18T18:52:59Z,2
49,2,2020-01-02T11:45:41Z,3
50,1,2020-07-19T17:02:30Z,2
50,1,2020-10-03T02:18:30Z,2
50,1,2020-10-29T05:19:39Z,3
50,1,2020-07-26T19:04:17Z,3
50,1,2020-01-18T04:37:31Z,3
50,1,2020-07-10T19:21:36Z,1
50,1,2020-05-10T17:03:33Z,2
50,1,2020-03-10T17:19:37Z,1
50,1,2020-08-25T03:54:17Z,1
50,1,2020-01-16T11:35:28Z,2
50,1,2020-04-21T09:36:11Z,2
50,1,2020-06-16T04:10:36Z,1
50,1,2020-07-06T10:03:57Z,3
50,1,2020-04-26T16:17:09Z,1
50,1,2020-05-22T20:02:24Z,3
50,1,2020-11-12T02:47:39Z,3
50,1,2020-09-27T08:47:10Z,3
50,1,2020-11-09T08:21:35Z,1
50,1,2020-06-18T19:44:41Z,3
50,1,2020-09-15T19:25:13Z,2
50,1,2020-04-09T08:15:44Z,3
50,1,2020-05-25T03:18:45Z,3
50,1,2020-06-23T09:11:53Z,1
50,1,2020-11-17T11:24:49Z,1
50,1,2020-07-15T10:30:19Z,3
50,1,2020-08-04T00:34:05Z,2
50,1,2020-10-09T21:22:21Z,1
50,1,2020-05-30T00:59:56Z,2
50,1,2020-04-12T12:52:42Z,3
50,1,2020-04-11T00:06:39Z,1
50,1,2020-09-20T13:14:04Z,3
50,1,2020-03-12T06:16:12Z,3
50,1,2020-08-14T09:38:39Z,3
50,1,2020-09-15T08:03:53Z,1
50,1,2020-05-28T00:22:12Z,2
50,1,2020-08-03T04:29:32Z,2
50,1,2020-05-08T08:16:33Z,1
50,1,2020-07-23T14:21:13Z,1
50,1,2020-01-24T22:08:31Z,1
50,1,2020-05-16T11:23:35Z,3
50,1,2020-11-19T16:32:08Z,1
50,1,2020-05-23T18:50:21Z,3
50,1,2020-08-31T03:06:15Z,3
50,1,2020-11-29T11:41:47Z,3
50,1,2020-04-10T22:35:52Z,3
50,1,2020-08-28T04:00:31Z,1
50,1,2020-01-12T15:13:37Z,2
50,1,2020-06-04T15:24:54Z,3
50,1,2020-05-30T14:06:51Z,3
50,1,2020-12-21T22:02:52Z,3
50,1,2020-02-08T03:26:49Z,2
50,1,2020-10-10T10:52:10Z,1
50,1,2020-02-28T20:41:07Z,2
50,1,2020-06-02T19:45:38Z,1
50,1,2020-08-05T08:52:50Z,2
50,1,2020-09-29T03:53:50Z,1
50,1,2020-02-22T01:37:05Z,3
50,1,2020-03-11T18:55:57Z,1
50,1,2020-12-08T03:37:05Z,2
50,1,2020-03-22T23:32:08Z,1
50,1,2020-05-19T10:47:54Z,2
50,1,2020-12-18T21:52:46Z,3
50,1,2020-01-26T11:52:43Z,1
50,1,2020-03-05T19:07:22Z,3
50,1,2020-10-20T06:29:53Z,3
50,1,2020-05-06T22:31:04Z,3
50,1,2020-08-07T22:42:24Z,3
50,1,2020-01-08T13:51:39Z,3
50,1,2020-07-22T03:36:46Z,3
50,1,2020-10-27T05:55:04Z,3
50,1,2020-09-05T04:12:37Z,2
50,1,2020-08-05T06:36:28Z,3
50,1,2020-09-16T05:25:48Z,2
50,1,2020-01-27T23:14:21Z,2
