person,demog3,demog4,income_bin,has_dog
264,-0.4533156335548211,-0.8215364218708181,1,FALSE
265,0.6140583381871817,0.6084782018149559,1,TRUE
266,-0.5097316849810947,1.3869900438732543,2,FALSE
267,-2.3009423233096964,-0.6457757319727357,1,TRUE
268,0.8335548259173589,-0.9788071375500488,5,TRUE
269,-1.5025149447273494,-0.7193924540327399,5,FALSE
270,-0.21212257825395522,0.7144443503301663,4,TRUE
271,-0.7159874311619984,1.070607818140831,3,TRUE
272,0.3345356189697911,-0.5065907789333689,1,TRUE
273,-0.230708905273176,0.16003615791450268,1,FALSE
274,-0.9102951016143309,0.5782521595379239,4,FALSE
275,0.36193093137250215,-1.340861154657768,2,FALSE
276,0.371962869671864,0.42333851321950666,5,TRUE
277,-0.21133366324532024,-0.0842014539869676,3,TRUE
278,1.461350827226261,0.06567489373852006,3,FALSE
279,0.985958994079758,1.7992300526281932,5,FALSE
280,-0.2704501489928929,0.48144596899071607,5,FALSE
281,1.322637137372696,-1.4534676151565127,4,FALSE
282,1.1809048845759964,-0.6682734139336395,2,FALSE
283,0.14201000648053622,-0.44137695684147354,2,TRUE
284,0.9555508919096881,1.0650580292096425,2,FALSE
285,-0.9730067157659515,0.5968788664937881,5,TRUE
286,-0.19168417763008214,0.6102761134650615,1,TRUE
287,-0.05339894452293118,1.6674587485893009,1,TRUE
288,-0.4647305028145974,2.665955941736482,5,FALSE
289,-0.24044644163325957,-3.318259665185233,1,FALSE
290,-0.31688981155887247,0.2431543606711292,1,FALSE
291,0.7461967409914978,-1.3729404603619755,3,TRUE
292,1.0529576732188013,1.186329943793652,1,FALSE
293,-0.10251873318681344,-0.7333485312565436,3,FALSE
294,0.5445249291854453,0.34836984855147923,5,FALSE
295,-0.0998678747585306,0.41638619443579344,1,FALSE
296,0.004508231481656674,0.3581174035571634,4,FALSE
297,1.815715707691113,0.8059804513932615,4,TRUE
298,0.35136871141088183,-0.5496276532220306,5,FALSE
299,-1.651423572425723,1.7677827664963346,1,TRUE
300,-0.1709262013082291,1.7765897234736927,1,FALSE
301,0.15967493564114504,-0.5592459851170353,4,FALSE
302,0.7948587500348756,0.8286048501302108,4,FALSE
303,-1.3216620266199968,1.1228897864312632,3,FALSE
304,-0.5578409692129764,1.7283201065995464,2,TRUE
305,0.7561946787028113,0.9296162981559809,5,FALSE
306,-1.3714884320303329,-1.0654222972715233,3,TRUE
307,0.10075327637341326,0.8807507153694704,3,TRUE
308,-1.489807041986859,-0.11947150380428018,4,TRUE
309,-0.23104831273721135,0.09261501027053665,4,FALSE
310,-2.224813560854415,-0.04686967219924803,4,FALSE
311,-0.709402648883778,-0.2657881524655429,2,FALSE
312,0.8429335143456487,-1.011527438965755,1,TRUE
313,2.947686010955212,0.32325244076376075,5,FALSE
314,-0.04887380335702395,0.3056697266328319,4,FALSE
315,0.2785178314616205,0.5318636083112651,5,FALSE
316,2.2845147421898884,1.3673648862774768,2,TRUE
317,-0.40481599685922315,-0.8902128268492423,4,TRUE
318,-0.47914510777570024,-0.4349867599577763,4,FALSE
319,0.3308909435352123,-0.40598970000549545,4,TRUE
320,-1.352121017364188,0.05673276517303936,2,TRUE
321,-1.3346421573189517,0.3016458058423388,4,FALSE
322,0.14673982147666137,-0.777095945976144,2,TRUE
323,-0.3329858604168853,0.49028804766234924,5,TRUE
324,1.2063854170177168,0.03950697861812539,3,TRUE
325,0.06784859150804172,-1.398284013243657,5,FALSE
326,0.39165734693535387,-0.7345185955510434,3,FALSE
327,-0.8307754841332924,-1.1981315147543172,3,TRUE
328,0.2677104305934632,1.019779295690079,1,TRUE
329,-0.15721578832540622,0.08828685703807884,4,FALSE
330,1.2662543679535219,-0.2609309804471429,4,TRUE
331,0.4167972993915096,-2.1317132960986833,5,FALSE
332,0.9586955866405653,-0.9517702899933299,5,TRUE
333,-1.0147279834225351,-0.1663012481759402,5,FALSE
334,1.2944062443151922,-0.004673123226594007,4,FALSE
335,0.6999245811304611,-1.3732331464443344,3,TRUE
336,0.93180287381743,0.39522379351528,5,FALSE
337,0.412819949560404,-2.7876898124913962,1,TRUE
338,1.5008538715836124,-0.9932401085811238,2,TRUE
339,0.7617954934308151,-2.6929490745842104,5,FALSE
340,0.9189075200610535,0.4360947306585289,5,FALSE
341,-1.5785295368916399,-1.340081707202132,1,TRUE
342,0.9882799066906477,-0.757298155205539,1,TRUE
343,-2.266923202826762,-1.3722231060782528,5,FALSE
344,-0.5953195294632279,-1.0226324619413183,1,TRUE
345,-1.7744853975874477,-1.0090830653410878,4,FALSE
346,-0.2094747519454386,0.8298727827097128,4,FALSE
347,0.3752099774219815,-0.5727033714897823,1,TRUE
348,-0.9920385680300889,0.6266737814255151,3,FALSE
349,1.3526265181787551,0.26171998094129045,3,FALSE
350,0.14310753962425493,0.4688307036589501,5,FALSE
351,-1.5411907146442003,-0.40328566881530636,5,TRUE
352,-0.9358926552582146,0.5830360569603498,3,FALSE
353,1.008071163092736,1.0858567547646545,2,FALSE
354,1.924848343757046,0.5957930436184311,5,FALSE
355,-1.4487511226783778,0.3387512890707972,3,TRUE
356,-0.04656034163723745,-1.984363676193929,5,TRUE
357,1.0349794443058158,-0.048602989768815365,1,FALSE
358,0.44871587314125916,-0.8937017005119283,3,FALSE
359,-0.11122780471968378,0.6211206997769797,1,TRUE
360,0.847417593008786,-2.3685196261469246,4,FALSE
361,0.5422922837368792,-0.5261124959454051,2,TRUE
362,-0.9259069290186857,-1.0132352160497151,3,TRUE
363,1.7137192650907616,-0.06785862193291876,1,TRUE
364,0.6015225789083023,-0.7792786091061558,1,TRUE
365,-0.43805878487166033,-1.1095924056113187,3,FALSE
366,-1.1340467106823298,0.7936225994952655,5,TRUE
367,0.7966698634071767,-0.0029931029134685895,3,TRUE
368,-1.727755919273797,-0.014055988728816252,2,TRUE
369,-0.7769792293002157,-0.9768316023101266,5,FALSE
370,1.2447388887993924,-0.22465171465945283,1,FALSE
371,0.4432242711158206,1.2371023172549211,2,TRUE
372,0.15520461060121257,0.6072584740957957,4,FALSE
373,0.20761289557992774,2.020829408493521,2,TRUE
374,-1.7826589906448047,-1.091879140597063,2,FALSE
375,0.9746047887750794,-1.051564760500191,5,TRUE
376,0.35515235969930836,-0.1090431831685236,1,TRUE
377,-1.7475025338415988,0.2591431880508914,2,FALSE
378,-0.5376778109772447,0.6226122488499013,4,FALSE
379,1.919921221057145,-0.0203194753874838,2,TRUE
380,-0.7339368935827464,-1.368170150081234,2,TRUE
381,0.2123731583493449,0.32250451629451454,2,TRUE
382,-0.7798008287903583,-1.2311348388465255,5,FALSE
383,0.040906673112301964,-0.2973494606710535,5,TRUE
384,0.2860613631198284,0.15063761864176847,4,FALSE
385,-0.0035687431018966895,0.7219771482808169,1,FALSE
386,0.32969305361207285,-0.7111661612187146,1,TRUE
387,-1.9559478789901266,-0.7016142045023919,1,FALSE
388,1.2933888902309365,-0.3996077724838112,3,FALSE
389,-0.0211471998249657,0.381617082598647,4,FALSE
390,1.0154556895315927,0.7700742024128815,3,TRUE
391,0.6097967600235785,-0.2285184564046114,3,FALSE
392,-0.532959180563591,0.9573121764242059,1,TRUE
393,-0.2837216594586206,1.1042561398003683,1,FALSE
394,0.09829737942315672,1.280867609296832,3,TRUE
395,0.7843705969284012,0.10503953227924191,2,TRUE
396,-1.3869411009357715,1.8505924816528911,4,FALSE
397,0.5864820147365666,1.002426732239106,4,FALSE
398,0.07676279319973996,0.7737551953704316,4,TRUE
399,-1.0096836774889357,0.5343158470275701,2,FALSE
400,0.7216809403950752,-1.4357250570761328,5,FALSE
401,0.6251068343984969,0.9788055320364275,3,FALSE
402,1.2268746857821682,1.0234006506924866,4,TRUE
403,-0.8668584697404343,-2.0168046920934173,1,FALSE
404,0.5975497631083684,0.2878410886105902,2,TRUE
405,-1.7272390250618896,0.44594800328853196,4,FALSE
406,-0.3826495562783147,-2.519299943480178,2,TRUE
407,0.29158227412334753,-0.28239135689522077,4,FALSE
408,-1.2174487989155152,0.0309205461585331,5,FALSE
409,-2.4924650309454903,0.28356312127566535,4,TRUE
410,0.6126772082507146,-1.337691130453181,4,FALSE
411,-0.10870285846372393,-1.0251122751568842,1,TRUE
412,0.7406146465713821,-1.0502661313974475,4,FALSE
413,-1.1398997161992193,0.27643772449527304,4,TRUE
414,0.7831675882732377,2.551386176141391,1,TRUE
415,-0.15824590327755578,-1.0314751020428596,3,FALSE
416,-0.6113249569058878,1.21972794047056,3,FALSE
417,-0.22917010521874476,-0.08134744798962415,1,FALSE
418,0.9542777733556743,0.0400120759488472,4,TRUE
419,0.6137564826159418,0.23857780657828895,5,FALSE
420,0.07286117490181247,-0.9744742743075303,2,TRUE
421,0.1526702910432818,-0.19238824870774668,5,TRUE
422,0.8029736991954061,-0.5344055826270815,3,TRUE
423,-0.20079661889268977,-0.17275794154477953,2,FALSE
424,-0.5188545299391446,0.6525623532719842,4,FALSE
425,-1.1392675520092064,-0.21584757130886018,4,FALSE
426,0.738303886298485,0.9065751335586527,5,FALSE
427,-0.06334580745372495,0.7471564672595397,2,FALSE
428,0.8973431044992768,-0.7863021447887006,4,FALSE
429,0.5568336909420142,-0.1525401778911602,2,TRUE
430,-0.5425268668991846,-0.9103484114411683,4,FALSE
431,0.26515369525047455,0.6885817398571924,4,TRUE
432,0.4916231271857992,-2.562367093847791,5,TRUE
433,0.1529012747668191,-0.3412769186085459,3,TRUE
434,-0.18292494128394332,0.4680112510602796,2,TRUE
435,-0.11515205978430512,2.041533270730958,4,TRUE
436,-0.2391194590226424,-0.5701845172433793,2,TRUE
437,-0.22398543531123755,-0.4108510930749264,5,TRUE
438,0.6206358951268129,-0.4497960251190791,4,TRUE
439,-0.36098747243442064,-1.6107315034488408,4,TRUE
440,-0.33549347988856165,-1.5956255576870277,4,FALSE
441,0.4125673164831657,0.3507557491754727,5,TRUE
442,0.45209494081789603,-0.7218009383317388,5,FALSE
443,-0.024438477765172547,1.4206208980549513,5,FALSE
444,-0.45726428049175694,1.92287563193251,2,FALSE
445,-0.5881009835231811,0.6010652455696918,2,TRUE
446,0.5717317135541294,-0.25790888000721574,3,TRUE
447,0.3288974346319058,0.47699652299525996,1,FALSE
448,0.5572629596483005,1.120686435108402,1,FALSE
449,0.17489724483337646,0.9874771618632531,1,TRUE
450,0.9191488363143745,-0.29316871451861365,2,TRUE
451,-1.4347669049744407,-0.7976173843508255,3,TRUE
452,-0.09066799865226982,0.39768173251286965,4,TRUE
453,-0.3262543105085273,-1.646163448735416,5,FALSE
454,-1.1275670332004342,-0.7128130547431251,4,TRUE
455,0.5468407253810906,-2.4208939175490256,5,TRUE
456,1.214694100456014,-1.1292377312608113,5,TRUE
457,-1.7420432822046348,-0.11839273571252679,3,TRUE
458,1.3615354873052041,-1.7520089057962602,2,TRUE
459,-0.5779496078674552,-0.7043023199446038,5,TRUE
460,0.415704594991253,-1.1080755127604844,5,TRUE
461,0.3600601233104693,1.6295502245836853,3,TRUE
462,0.874751742329319,-0.6299905193197369,5,FALSE
463,-1.2910857445081239,-0.3014192747833179,1,FALSE
464,1.6154279306627486,-0.7334806690081879,5,FALSE
465,-0.048913200998753396,-0.3229130813866261,3,FALSE
466,0.3823771454477755,-2.455977299570272,3,TRUE
467,0.9363933661197127,0.5950751519380866,3,TRUE
468,-2.2198065630144534,-0.3366510945923428,2,TRUE
469,0.5290302850087535,1.0584467927203207,5,TRUE
470,-0.31300424339555855,-2.026353165273661,2,FALSE
471,0.6488202522031116,1.590900726844726,5,TRUE
472,-1.394104162305992,0.09267589242627781,4,TRUE
473,-0.682108275158926,0.14838200070409183,2,TRUE
474,-0.29404679331001643,0.8035702437202868,3,FALSE
475,-1.1582040243386738,-0.3623593568851258,3,TRUE
476,0.852582387470403,0.6758763606596045,3,TRUE
477,-0.07020971763125726,-2.5017124144534013,4,FALSE
478,0.6122019277477774,-0.7197829993583535,1,FALSE
479,-0.9099443060620406,-0.3714120039125089,1,TRUE
480,-1.6188042443417316,-1.1416748028412012,1,TRUE
481,-0.6681471374601948,0.6561378898174497,3,FALSE
482,-1.4582933672349785,-1.474401739931728,5,FALSE
483,0.8325115738246828,-1.3331809402669454,1,FALSE
484,-0.2737394685987755,-0.806143970181174,1,TRUE
485,1.286689477115404,-0.3323865196577976,5,FALSE
486,-0.9776270609755475,-0.24981483051412673,1,FALSE
487,0.7853514947105417,-0.909813625987052,3,FALSE
488,-0.4844222785517514,0.02955874983720262,1,FALSE
489,-0.8631088028470106,0.33940490891968844,5,TRUE
490,0.42764644606178676,0.12279466187839937,2,FALSE
491,-0.9798338411467544,0.8619572281739544,1,FALSE
492,-1.1955223757857294,0.8349253443167953,5,TRUE
493,0.21593586853185548,-0.1713973959349826,3,FALSE
494,-1.8357068394878915,0.5105907166335293,1,TRUE
495,-0.6539298171265242,1.0096857005273798,1,TRUE
496,-0.33191044769712097,1.2015826116874362,4,TRUE
497,-0.7673338361833805,1.5681232416288784,2,FALSE
498,-0.0675655924646345,0.023642962994852707,5,TRUE
499,-0.9487584536596944,-0.02929948765394371,2,FALSE
500,0.6113943842262088,-1.5861168402017287,4,TRUE
501,-1.1126811630130993,-1.6846624917145798,1,TRUE
502,1.0312380740586387,-0.6216045173650177,3,TRUE
